"","document","topic","gamma"
"14883","Belly of the Beast ",15,3.08865917293378e-05
"14884","King of the Pecos ",15,4.14223111513567e-05
"14885","A Loving Gentleman ",15,0.999113822986729
"14886","French Baroque: Now and Then ",15,5.41842239964884e-05
"14887","Robbers of the Range ",15,5.30568833122355e-05
"14888","The Christmas Ornament ",15,3.94975944485545e-05
"14889","The Return of Wild Bill ",15,4.85146662504522e-05
"14890","The Prototypes ",15,4.67363917095436e-05
"14891","Hunted by Night ",15,6.40510563375859e-05
"14892","Islam in the Heart of the People ",15,0.000125536278170208
"14893","You Are the One ",15,4.99397867195009e-05
"14894","Fighting Man of the Plains ",15,8.20928797497421e-05
"14895","Riders of the Purple Sage ",15,3.02455155855759e-05
"14896","The Outlaw Josey Wales ",15,5.596801771319e-05
"14897","Heroes of the Hills ",15,6.5280797178684e-05
"14898","Phantom of the Desert ",15,7.95325780843961e-05
"14899","Road to Rio: The U.S. Paralympic Team Trials ",15,9.69117914204682e-05
"14900","The Boss Rider of Gun Creek ",15,6.28667898703483e-05
"14901","The Dancer's Peril ",15,4.65232317391629e-05
"14902","The Freedom Quest of Oney Judge ",15,6.09874204755265e-05
"14903","The Last Challenge ",15,9.97550298161909e-05
"14904","Flipping the Score ",15,5.2782339935792e-05
"14905","For the Service ",15,7.43175174755733e-05
"14906","Moses: Fallen. In the City of Angels. ",15,0.000111779633313978
"14907","South of St. Louis ",15,5.75467606019059e-05
"14908","The Goose Girl ",15,4.96964806661808e-05
"14909","The Man from Monterey ",15,3.80252046408958e-05
"14910","The Outlaw Deputy ",15,7.65483534270005e-05
"14911","The Purifiers ",15,6.52807971786498e-05
"14912","Truthful Tulliver ",15,5.33342976552469e-05
"14913","Age of Wonders ",15,6.06249503178459e-05
"14914","Feud of the West ",15,8.92779370020193e-05
"14915","Futbaal: The Price of Dreams ",15,0.998570489476714
"14916","Goodnight for Justice: The Measure of a Man ",15,7.54164418964067e-05
"14917","Outlaws of the Rockies ",15,0.000145191802160135
"14918","Overland Trails ",15,8.92779370020315e-05
"14919","Party Like the Queen of France ",15,4.4300671864137e-05
"14920","Rough and Ready ",15,0.00014728828296995
"14921","Streets of Ghost Town ",15,4.76089293725538e-05
"14922","The Hanging Tree ",15,5.4766052357745e-05
"14923","The Mirror Man ",15,0.00016125918708907
"14924","Under the Tonto Rim ",15,8.92779370020169e-05
"14925","""Berlin 1936: Games of the XI Olympiad"" ",15,5.78732577617702e-05
"14926","""Boss and Me"" ",15,0.000266643541740076
"14927","Battles Bouts and Brawls: The Story of Pro Wrestling in Detroit and the Surrounding Areas ",15,9.33636963619775e-05
"14928","Buckaroo Sheriff of Texas ",15,7.9532578084414e-05
"14929","Cocos 1914: The Encounter Between HMAS Sydney and SMS Emden ",15,7.71271470218921e-05
"14930","Code of the Range ",15,6.83424403107593e-05
"14931","Hot Popcorn: Movie Awards Greatest Moments ",15,8.85033248094569e-05
"14932","Jumbish: A Movement - The Movie ",15,0.000102770142963129
"14933","Not Even the Devil ",15,0.00013737054944557
"14934","Riders in the Sky ",15,0.998045500628822
"14935","Romance Complicated ",15,8.20928797497323e-05
"14936","Summer in the Vineyard ",15,5.19754967435436e-05
"14937","The Dream of Alvareen ",15,0.000108221850068894
"14938","The Forty-Niners ",15,3.91940645050568e-05
"14939","The Great Lion Kun Seng Keng ",15,9.08685641994238e-05
"14940","The Pocatello Kid ",15,9.42261386198357e-05
"14941","The Ranger, the Cook and a Hole in the Sky ",15,0.996871627302013
"14942","The Riding Tornado ",15,6.6995835563931e-05
"14943","The Roaring West ",15,4.89805822055949e-05
"14944","The Vanishing Outpost ",15,8.62580924803798e-05
"14945","Trail of Terror ",15,6.02667632848431e-05
"14946","""King of the Palace"" ",15,9.08685641994014e-05
"14947","Cowboy and the Prizefighter ",15,7.37799780635624e-05
"14948","Dawn of Twilight ",15,0.000235821270080379
"14949","Fall of the Unknown ",15,8.77420387038122e-05
"14950","Ghost Town: The Movie ",15,5.85374941281473e-05
"14951","Infinity: Chronicles of Nick ",15,0.000100740215917538
"14952","Last of the Romantics ",15,6.61271981692421e-05
"14953","Law of the Golden West ",15,8.3435857495715e-05
"14954","Law of the Lash ",15,9.5104662965545e-05
"14955","Law of the Panhandle ",15,9.33636963619945e-05
"14956","Party Like the Rich and Famous ",15,5.5360511656e-05
"14957","The End of the Game ",15,0.000122520573140053
"14958","The Fibro Guy's Graded Exercise Programme for Fibromyalgia ",15,8.92779370020227e-05
"14959","The Gambler Returns: The Luck of the Draw ",15,0.000111779633313968
"14960","The Gunfighter ",15,5.92171549831811e-05
"14961","The Life and Times of Gangsta Brown Part 2 ",15,7.65483534269882e-05
"14962","The Outlaw Henry Starr ",15,0.000130348862416135
"14963","The Phantom Creeps ",15,4.76089293725744e-05
"14964","The Whispering Skull ",15,7.43175174755611e-05
"14965","The Wipers Times ",15,5.56626071417706e-05
"14966","""The Keepers"" ",15,0.000133767624283882
"14967","Alien Blast the Encounter ",15,0.000118259235579334
"14968","Anna to the Infinite Power ",15,0.000202973821674576
"14969","Anonymity: The History of Straight, Incorporated ",15,9.97550298161841e-05
"14970","Art of War 3 ",15,0.000128704185817255
"14971","Bad Men of Tombstone ",15,0.000156316756342528
"14972","Best of Severe Offroad ",15,0.000149446194604314
"14973","Comin' 'Round the Mountain ",15,7.12048507647494e-05
"14974","Feud of the Trail ",15,3.47835546113843e-05
"14975","Goodnight for Justice: Queen of Hearts ",15,9.25168986040685e-05
"14976","Hawk of the Hills ",15,0.00011557929176997
"14977","Headin' for Trouble ",15,9.33636963619778e-05
"14978","Heart of the West ",15,7.02244391403269e-05
"14979","How to Dance Through Time, Vol II: Dances of the Ragtime Era 1910-1920 ",15,8.9277937002025e-05
"14980","Kurt Busch the Outlaw ",15,0.998105985691695
"14981","Last Man in Dhaka Central: The Young Man Was, Part III ",15,5.22416896386565e-05
"14982","Law and Order ",15,0.000115579291769992
"14983","Lure of the Wasteland ",15,0.000132036116876845
"14984","Matt Mercury, Plot of the Galactic Mastermind ",15,0.000108221850068881
"14985","Outcasts of the Trail ",15,0.000111779633313985
"14986","Partners of the Trail ",15,4.85146662504231e-05
"14987","Peace and War ",15,0.000289333383436147
"14988","Pioneers of the West ",15,4.76089293725994e-05
"14989","Return of the Monster Trucks ",15,0.000235821270080384
"14990","Ride to Hell: Retribution ",15,0.000104883558849832
"14991","Riders of the Dawn ",15,0.997128487380429
"14992","Saga of Love: The Kingdom of Angels ",15,0.000188009392263241
"14993","Shakedown: Return of the Sontarans ",15,0.000169288022382432
"14994","Song of the Caballero ",15,0.000113018120038568
"14995","Sons of the Saddle ",15,0.000141172930678059
"14996","Sports Humanitarian of the Year Awards ",15,0.000220526412496919
"14997","Story of the Christmas Carol ",15,0.000181325209363147
"14998","The Art of Racing Sailing ",15,8.62580924803804e-05
"14999","The Cattle Thief ",15,8.27589206586532e-05
"15000","The Challenge of Rin Tin Tin ",15,0.000253395822602578
"15001","The Covered Trail ",15,0.000184606815956316
"15002","The Healing Project ",15,0.000122520573140017
"15003","The Killing Zone ",15,0.000158749512219421
"15004","The Peacekeeper ",15,5.41842239964867e-05
"15005","The Scroll of Wing Chun White Crane ",15,0.000163849487592443
"15006","The Shopper's Secret ",15,0.000191539752837758
"15007","Trails of Danger ",15,8.92779370020266e-05
"15008","Trouble in Sundown ",15,0.000166524362417126
"15009","""Beauty and the Beast"" ",15,9.42261386198219e-05
"15010","""Icarus: Twist of Fates"" ",15,7.27278947563832e-05
"15011","""Sugar and Strix"" ",15,0.000202973821674593
"15012","""The Face Behind the File"" ",15,0.000202973821674587
"15013","""The King and the Playwright: A Jacobean History"" ",15,9.33636963619862e-05
"15014","""West Coast Wrestling Connection"" ",15,0.000175099986662458
"15015","A Thunder of Drums ",15,0.000121066409509181
"15016","An Evening with Walter Hill & Lawrence Gordon. A Tribute to Andrew Laszlo ",15,0.00020709469823819
"15017","Blood of the Hunter ",15,0.000178158234014253
"15018","Bonanza: The Next Generation ",15,0.000158749512219425
"15019","Bullitt and the Mystery of the Devil's Root ",15,0.000181325209363138
"15020","Charly 10th Anniversary Encore ",15,0.000130348862416123
"15021","Code of the Saddle ",15,0.000128704185817258
"15022","Code of the West ",15,0.000137370549445561
"15023","Cold War Peacemaker: The Story of the Convair B-36 ",15,0.000172144962558284
"15024","Cross the Line ",15,0.000122520573140046
"15025","Deep in the Jungle ",15,0.000133767624283899
"15026","Fatefully Yours ",15,0.000102770142963149
"15027","For a Fistful of Diamonds ",15,0.000111779633313968
"15028","Freestyle Fighting Championship XV ",15,0.000104883558849831
"15029","Katy Hux and the Stone of Anubis ",15,0.000108221850068872
"15030","Lost Gold of Khan ",15,9.87889262966873e-05
"15031","Men of the Desert ",15,0.000114284358408876
"15032","Molly and Lawless John ",15,0.000241402176649018
"15033","Moto 8: The Movie ",15,0.000199013744083036
"15034","North from the Lone Star ",15,0.000281352876104261
"15035","Octia of the Pink Ocean ",15,0.000130348862416131
"15036","Once Upon a Time in the Hood ",15,0.000178158234014257
"15037","One Touch of Sin ",15,0.000132036116876841
"15038","Plainsman and the Lady ",15,9.33636963619969e-05
"15039","Plunderers of Painted Flats ",15,0.000124010094218621
"15040","Pro Zombie Soccer: Apocalypse Edition ",15,0.000253395822602556
"15041","Ride the High Country ",15,0.000116903906712506
"15042","Ring of Honor Winter Warriors Tour: Duluth ",15,9.59997234601679e-05
"15043","Romance Rides the Range ",15,0.000121066409509165
"15044","Saawan... The Love Season ",15,8.92779370020341e-05
"15045","Scoliosis Exercises for Prevention and Correction ",15,0.000161259187089062
"15046","Sheriff of Las Vegas ",15,0.000107085722440524
"15047","Shinobi: The Law of Shinobi ",15,0.000235821270080383
"15048","Shirley Pimple in the John Wayne Temple of Doom ",15,0.000163849487592444
"15049","Siam Yuth: The Dawn of the Kingdom ",15,0.000147288282969961
"15050","Southern Fable ",15,0.99709440617178
"15051","Supergirl & the Bloody Traces of Stargirl ",15,9.51046629655443e-05
"15052","The Ballad of Lefty Brown ",15,0.000149446194604317
"15053","The Complete History of the New York Jets ",15,0.000230492579313099
"15054","The Elements Club: Lord of Flawless Strength ",15,9.08685641994226e-05
"15055","The Fighting Champ ",15,0.000253395822602571
"15056","The Flower Shop ",15,0.000135545148756812
"15057","The Gambler of the West ",15,0.000175099986662465
"15058","The Girl on a Motorcycle ",15,9.08685641994095e-05
"15059","The Greatest Game Ever Played ",15,8.14374737990812e-05
"15060","The Gunfight at Dodge City ",15,0.000178158234014258
"15061","The History of University of Kentucky Basketball ",15,8.27589206586601e-05
"15062","The Lady with the Torch : Elsie Inglis's War ",15,0.000266643541740072
"15063","The Long Hunt of April Savage ",15,0.000230492579313085
"15064","The Lost Number ",15,0.000306734272636948
"15065","The Man with the Iron Fists ",15,0.000105973201429899
"15066","The Mexicali Kid ",15,0.00030673427263694
"15067","The Mystical Adventures of Billy Owens ",15,0.000178158234014256
"15068","The Other Side of the Lake the Purple Girl: Episode V - Battle in the Sky ",15,9.87889262966818e-05
"15069","The Phantom Cowboy ",15,0.000125536278170201
"15070","The Rough, Tough West ",15,8.62580924803743e-05
"15071","The Ruse of the Rattler ",15,0.000132036116876853
"15072","Touched by a Vampire ",15,0.000163849487592444
"15073","Trail of Kit Carson ",15,0.000130348862416124
"15074","Trail of the Silver Spurs ",15,0.000115579291769958
"15075","Wessyngton Plantation: A Family's Road to Freedom ",15,9.97550298161804e-05
"15076","Wingnut's Search for Soul ",15,0.000133767624283875
"15077","Winners of the West ",15,5.82034808882619e-05
"15078","Within the Shadow of the Tree: Dark Dreams ",15,0.000135545148756818
"15079","Zameer: The Awakening of a Soul ",15,0.00013376762428388
"15080","""3x3 the Immersive Fiction"" ",15,0.000113018120038565
"15081","""Bees in the Trap"" ",15,9.51046629655377e-05
"15082","""Beijing 2008: Games of the XXIX Olympiad"" ",15,0.00025985094296196
"15083","""Children of the Dust"" ",15,0.000147288282969973
"15084","""Lonesome Dove: The Outlaw Years"" ",15,0.996987129323915
"15085","""One Mom and Three Dads"" ",15,0.000175099986662443
"15086","""Road to the NHL Outdoor Classics"" ",15,0.000306734272636938
"15087","""Save the Last Dance for Me"" ",15,0.000161259187089048
"15088","""The Journey: The Art of Fighting"" ",15,0.00021138637059907
"15089","""The Miraculous Mellops"" ",15,0.000225399384709203
"15090","""Travel the World: Europe"" ",15,0.000266643541740068
"15091","Across the Plains ",15,0.000158749512219458
"15092","Adventures of Red Ryder ",15,0.000137370549445569
"15093","America Is Still the Place ",15,0.000225399384709228
"15094","An Exclusive Inside Look at 'Harry Potter and the Order of the Phoenix' ",15,0.000220526412496884
"15095","Athena, the Goddess of War ",15,0.00014315416579566
"15096","Back to the Planet of the Apes ",15,6.88034192666426e-05
"15097","Balala the Fairies: The Movie ",15,0.0003610138957207
"15098","Beyond the Sacramento ",15,0.000306734272636936
"15099","Billy the Kid Wanted ",15,0.000130348862416123
"15100","Blazing the Western Trail ",15,0.000130348862416106
"15101","Blood and Spurs ",15,0.000104883558849824
"15102","Blood of the Nation ",15,0.997533516568885
"15103","Brand of Fear ",15,0.000230492579313096
"15104","Brand of the Outlaws ",15,0.000316243935177606
"15105","Buns of Steel ",15,0.000121066409509164
"15106","Buy This for Your Girlfriend: Welcome to Football! ",15,0.000184606815956296
"15107","Call of Duty: Siege ",15,9.42261386198448e-05
"15108","Call of the Prairie ",15,0.000316243935177612
"15109","Cowboy and Lucky ",15,8.77420387037959e-05
"15110","Cruz Reynoso: Sowing the Seeds of Justice ",15,0.000215859681784851
"15111","DELTA STATE: Slipping Into the Future ",15,0.000211386370599073
"15112","Daffy Duck: The Marvin Missions ",15,0.000135545148756808
"15113","Daughter of the West ",15,0.000119646359148808
"15114","Daughters of Club Bilitis ",15,0.000361013895720705
"15115","Deadly Diversions ",15,0.000137370549445562
"15116","Death of the Reel ",15,0.000178158234014254
"15117","Desperadoes of Dodge City ",15,0.71377090516342
"15118","Detours: The Film ",15,0.000104883558849827
"15119","Discovery of the Secret ",15,0.000289333383436131
"15120","Drawing Water: On and Off Time-W 82.58 150 x N 35/12 634 ",15,0.000149446194604303
"15121","Dulcy and Red ",15,0.000225399384709217
"15122","Ecstasy of Gold ",15,0.000128704185817265
"15123","Edinburgh: An Entertaining Tour of Its Sights and Secrets ",15,0.000122520573140038
"15124","Evolution 20: Super Shred ",15,0.000156316756342519
"15125","Falling: A Story of Love ",15,0.000438634562333112
"15126","Fallout Tactics: Brotherhood of Steel ",15,0.000215859681784845
"15127","Four Horsemen of the Apocalypse ",15,0.000147288282969965
"15128","From Headlines to Tight-Lines the Story of ATV Today ",15,0.000119646359148806
"15129","Guns of the Law ",15,0.000101745055621973
"15130","High & Low: The Movie ",15,0.000388514466312632
"15131","History of Christian Worship: Part 1 - The Word ",15,0.000202973821674588
"15132","Hondo and the Apaches ",15,0.000188009392263236
"15133","How to Dance Through Time, Vol V: Victorian Era Couples Dancing ",15,0.000104883558849822
"15134","ISIS: Enemies of Humanity ",15,0.000181325209363146
"15135","Insaaf: The Final Justice ",15,0.000137370549445569
"15136","Interception ",15,0.000114284358408855
"15137","Jeff Steele: Children of the Doomed ",15,0.000111779633313965
"15138","Jesse James vs. the Daltons ",15,0.000133767624283871
"15139","Joshua Bailey and the Island of Death ",15,0.000241402176649029
"15140","King Arthur and the Knights of the Round Table ",15,0.000172144962558279
"15141","Kiss of the Moon ",15,0.000172144962558282
"15142","Last of the Warrens ",15,0.000289333383436141
"15143","Law of the West ",15,0.000273800794750852
"15144","Lies, Damned Lies and Statistics/I'm Gone/Primer for Well Water ",15,0.000273800794750842
"15145","Logic of Being ",15,0.000220526412496892
"15146","Love Will Tear Us Apart ",15,0.00013203611687684
"15147","Mass Effect: Isolation ",15,0.000195205233872027
"15148","Mutiny in Outer Space ",15,0.000128704185817245
"15149","Overland Riders ",15,0.449967729363992
"15150","Pals of the Saddle ",15,0.000297779837619601
"15151","Pearl Carter Scott: On Top of the World ",15,0.000108221850068878
"15152","Presidents and Prophets ",15,0.00015395743659759
"15153","Pride of the Plains ",15,0.000297779837619611
"15154","Pro Wrestling Eclipse: November Bash ",15,0.000259850942961965
"15155","Pro Wrestling Eclipse: Winters Moon ",15,0.000122520573140033
"15156","ROH Supercard of Honor IX ",15,0.000114284358408846
"15157","Realm of Darkness ",15,0.000161259187089057
"15158","Return of the Frontiersman ",15,0.000326362118537639
"15159","Roy Jones, Jr.: Heart of a Champion ",15,0.000124010094218645
"15160","Sailplane Grand Prix in the Andes ",15,0.000151668277267482
"15161","Skateboarding Explained: The Instructional DVD ",15,0.00016125918708906
"15162","Son of the Lion King ",15,0.000215859681784852
"15163","Space Hulk: Vengeance of the Blood Angels ",15,0.000109382343736399
"15164","Space Opera - The Shade of Human Soul ",15,9.08685641994056e-05
"15165","Spell of the Circus ",15,0.000266643541740063
"15166","Starchaser: The Legend of Orin ",15,0.000247253639758246
"15167","Swimsuit Illustrated: On Location ",15,0.000316243935177608
"15168","Tears of Heaven ",15,0.000125536278170209
"15169","Tenting Tonight on the Old Camp Ground ",15,0.000145191802160113
"15170","The Accidental Spy ",15,8.14374737991002e-05
"15171","The Adventures of Ace X and Kid Velvet ",15,0.000132036116876835
"15172","The Adventures of Miss Girl ",15,0.000403898124700772
"15173","The American Dream ",15,0.000202973821674581
"15174","The Ballad of Des & Mo ",15,0.000259850942961961
"15175","The Beast of War ",15,0.000133767624283884
"15176","The Bill of Rights ",15,0.000558775425382887
"15177","The City ",15,0.0002977798376196
"15178","The Crown Prince ",15,0.000529755685176334
"15179","The Cub Reporter ",15,0.000281352876104295
"15180","The Dark Voice ",15,0.000420550276284197
"15181","The Desperados Are in Town ",15,0.000273800794750849
"15182","The Farmer ",15,0.000169288022382435
"15183","The First Love ",15,0.00019520523387204
"15184","The French Encounter ",15,0.000109382343736389
"15185","The Gift of Giving ",15,0.000156316756342517
"15186","The Girl with the Wandering Eye ",15,0.000103816096157891
"15187","The Great American Bash ",15,0.000125536278170201
"15188","The Immortal ",15,0.000175099986662452
"15189","The Irish in Australia ",15,0.000281352876104284
"15190","The Iron Trial ",15,0.000101745055621973
"15191","The Killer ",15,0.000127100495483841
"15192","The King of the Streets ",15,0.000143154165795643
"15193","The Last Stagecoach West ",15,8.92779370020163e-05
"15194","The Law Rides ",15,0.000361013895720709
"15195","The Legend of Earl Durand ",15,0.000128704185817241
"15196","The Locator 2 Braxton Returns ",15,0.00030673427263694
"15197","The Lone Hand ",15,0.000111779633313965
"15198","The Lone Rider in Texas Justice ",15,9.00662282748087e-05
"15199","The Lost City ",15,0.00010277014296312
"15200","The Mounted Stranger ",15,0.000337149161893281
"15201","The New Maverick ",15,0.000361013895720699
"15202","The Nexum Agency ",15,0.000151668277267463
"15203","The Night of Pistol Pete ",15,0.000163849487592438
"15204","The Night the World Exploded ",15,7.59781821336556e-05
"15205","The One Way Trail ",15,0.804205365270896
"15206","The Only Good Indian ",15,0.000147288282969962
"15207","The Priest ",15,0.000147288282969969
"15208","The ROLE Model ",15,0.000116903906712516
"15209","The Race Against Cancer ",15,0.000348673654518575
"15210","The Red Sneakers ",15,0.000202973821674596
"15211","The Return of Captain Nemo ",15,0.000202973821674584
"15212","The Rise of the Robots ",15,0.0002304925793131
"15213","The Road to Denver ",15,0.000403898124700745
"15214","The Saga of Hemp Brown ",15,0.000273800794750839
"15215","The Sagebrush Family Trails West ",15,6.0624950317842e-05
"15216","The San Francisco Story ",15,0.00012870418581725
"15217","The Seventh Swords ",15,0.000235821270080381
"15218","The Song the Zombie Sang ",15,9.25168986040632e-05
"15219","The Soul of Buddha ",15,0.000188009392263254
"15220","The Stand at Apache River ",15,0.000145191802160122
"15221","The Stranger of the Hills ",15,0.000403898124700784
"15222","The Super Riders V3 ",15,0.000374259676169878
"15223","The Testing Block ",15,0.000281352876104293
"15224","The Ugly Little Boy ",15,0.000241402176649017
"15225","The Wandering Day ",15,0.000147288282969958
"15226","The War of Loong ",15,0.000139245787016645
"15227","The Wereth Eleven ",15,0.994206347760423
"15228","The Wolf in Sheep's Clothing ",15,0.000178158234014238
"15229","The Xtreme Boot Camps Cardio & Fat Burning Workout ",15,0.00025985094296197
"15230","Trail of the Mounties ",15,0.000247253639758244
"15231","Triumphs of a Man Called Horse ",15,0.000156316756342524
"15232","Twin Blades of the Ninja ",15,0.000215859681784843
"15233","Vigilantes of Dodge City ",15,0.000125536278170205
"15234","WWF in Your House: Revenge of the Taker ",15,0.000281352876104271
"15235","Weird Tales 5: The Strange Case of Rhyolite Nevada ",15,8.55347845745095e-05
"15236","Where's Waldo: The Second Coming ",15,0.000199013744083021
"15237","White Slaves of the Nootka ",15,0.000211386370599067
"15238","Winter in Peru: A Visual Ode to the Waves of Peru ",15,0.00017509998666245
"15239","Wolves of the Rail ",15,0.000230492579313115
"15240","XXII Central American and Caribbean Games ",15,0.000281352876104287
"15241","Zero Point Theory ",15,0.000297779837619602
"15242","""All Your Living Needs"" ",15,0.990675652808497
"15243","""Because of Meeting You"" ",15,0.00034867365451855
"15244","""Chasing Silver: A Tarpon Journey"" ",15,0.000149446194604309
"15245","""Chronexia and the Eight Seals"" ",15,0.000266643541740056
"15246","""Corsets to Catwalk"" ",15,0.000348673654518562
"15247","""Cowboy and Lucky"" ",15,0.000438634562333107
"15248","""Eleventh Incarnation"" ",15,0.000289333383436128
"15249","""Ghost Stories from the Burgh"" ",15,0.00012553627817019
"15250","""Hamsa, hope of the lost worlds"" ",15,0.000266643541740054
"15251","""High & Low: The Story of S.W.O.R.D."" ",15,0.000113018120038577
"15252","""In Search of History"" ",15,0.000388514466312625
"15253","""Into the Sky"" ",15,0.000306734272636929
"15254","""Man vs. the Universe"" ",15,0.000172144962558285
"15255","""Murphy's Law of Love"" ",15,0.000348673654518549
"15256","""Nikola Tesla and the End of the World"" ",15,0.000403898124700778
"15257","""Ring of Honor PPV"" ",15,0.000337149161893262
"15258","""Skating with the Stars"" ",15,0.000326362118537635
"15259","""Sounds of the Game"" ",15,0.000316243935177601
"15260","""Survive and Advance"" ",15,0.000166524362417139
"15261","""The 1992 French Open Championships"" ",15,0.000361013895720708
"15262","""The 1998 French Open Championships"" ",15,0.000361013895720708
"15263","""The Four Scholars of Jiangnan"" ",15,0.000191539752837767
"15264","""The Past Lives Project"" ",15,0.000247253639758257
"15265","""The Prince of Tennis"" ",15,0.000361013895720706
"15266","""Visiting Sacred Places of the Tohoku Region"" ",15,0.000273800794750849
"15267","""Witness Insecurity"" ",15,0.995937087462822
"15268","2012 Gold Rush Expedition Race ",15,0.000166524362417137
"15269","2013 Gold Rush Expedition Race ",15,0.000166524362417137
"15270","2014 Gold Rush Expedition Race ",15,0.000175099986662458
"15271","A Christmas to Remember ",15,0.00015874951221941
"15272","Ace of Clubs ",15,0.000297779837619598
"15273","Across the Divide ",15,0.000289333383436141
"15274","Adventures of Frank and Jesse James ",15,0.000438634562333116
"15275","Adventures of Tron ",15,0.000253395822602569
"15276","Affectionately Yours, Screwtape: The Devil and C.S. Lewis ",15,0.000158749512219414
"15277","Allegiance of Powers ",15,0.000348673654518582
"15278","America's Iliad: The Siege of Charleston ",15,0.000178158234014247
"15279","American Bandits: Frank and Jesse James ",15,0.000297779837619594
"15280","Apophis ",15,0.000163849487592458
"15281","Around the World in Seven Minutes and Four Times on Saturday ",15,0.0002205264124969
"15282","As the Sun Went Down ",15,0.000166524362417122
"15283","Battle of Rogue River ",15,0.000403898124700764
"15284","Behind the Action in 'Biker Boyz' ",15,0.000178158234014268
"15285","Best of Both Worlds ",15,0.000188009392263242
"15286","Beyond Redemption ",15,0.000273800794750851
"15287","Brandon Bryant the Documentary: Drones & Deceptions ",15,0.000289333383436143
"15288","Brimstone and the Borderhounds: Forza Infernis ",15,0.000281352876104277
"15289","Brothers in the Saddle ",15,0.000149446194604304
"15290","Bureaucracy of Love ",15,0.000388514466312619
"15291","Call of the Coyote: A Legend of the Golden West ",15,0.000361013895720703
"15292","Call of the Desert ",15,0.000306734272636953
"15293","Call of the Forest ",15,0.000361013895720705
"15294","Call of the West ",15,0.000297779837619589
"15295","Captain Eager and the Mark of Voth ",15,0.000202973821674572
"15296","Charlie and the Talking Buzzard ",15,0.000374259676169897
"15297","Chile: The Other 9/11 ",15,0.000220526412496898
"15298","Circle of Fury ",15,0.00025985094296196
"15299","Code of the Cactus ",15,0.000374259676169892
"15300","Code of the Lawless ",15,0.000188009392263241
"15301","Command & Conquer: Red Alert 3 - Uprising ",15,0.000211386370599061
"15302","Company of Heroes: Opposing Fronts ",15,0.000306734272636937
"15303","Compton: The Antwon Ross Story ",15,0.000403898124700778
"15304","Courage of the West ",15,0.000348673654518553
"15305","Dale Evans: Queen of the West ",15,0.000225399384709221
"15306","Daredevils of the West ",15,7.65483534269966e-05
"15307","Days of Buffalo Bill ",15,0.000175099986662443
"15308","Deadly Arsenal ",15,0.000181325209363143
"15309","Deathbone, Third Blood Part VII: The Blood of Deathbone ",15,0.000361013895720699
"15310","Desperate Action ",15,0.000119646359148808
"15311","Dragons of Camelot ",15,0.000149446194604295
"15312","Dreamer in the Falls ",15,0.000348673654518561
"15313","Earth Metal I: Epic of Manas ",15,0.000151668277267471
"15314","Empire of Danger ",15,0.000241402176649016
"15315","Enter the Cage ",15,0.00028933338343613
"15316","Eve & the Bigger Apple ",15,0.000211386370599054
"15317","Extraction Day ",15,0.000207094698238178
"15318","Fade to Winter ",15,0.000111779633313968
"15319","Fame and Fortune ",15,0.000178158234014249
"15320","Fantastic Movie Trailers: More of the Best! ",15,0.0003162439351776
"15321","Faron: The Prophecy ",15,0.000306734272636934
"15322","Fingerprints of the Flood ",15,0.000169288022382422
"15323","FluffyMarioBros The Movie 2: Universal Course ",15,0.000316243935177613
"15324","For the Love of Penny Whistler ",15,7.22130252725196e-05
"15325","Foreign Prosecution Unit ",15,0.000348673654518551
"15326","From These Ashes ",15,0.000253395822602554
"15327","Georgian Edinburgh: Tales of the New Town ",15,0.000151668277267487
"15328","Ghost of Tsushima ",15,0.000259850942961954
"15329","Girl from the West ",15,0.000403898124700774
"15330","Grand Auto Theft: L.A. ",15,0.00025985094296195
"15331","Guardians of the Wild ",15,0.000348673654518556
"15332","Hit the Ground Running ",15,0.000202973821674584
"15333","Homesteaders of Paradise Valley ",15,0.000273800794750854
"15334","Hometown Sports Retrospective: 20 Years of High School Football in Sacramento County ",15,0.000326362118537637
"15335","I'm a Physicist at CERN and We've Done Something We Shouldn't Have ",15,0.000273800794750857
"15336","Immortal Fist: The Legend of Wing Chun ",15,0.000161259187089067
"15337","Impossible Is Just an Opinion: Lincoln City Season Review 16/17 ",15,0.000153957436597588
"15338","Into the Badlands ",15,0.000438634562333092
"15339","Jack and the Beanstalk ",15,0.00047990808190896
"15340","Jemiyah Jones & the Vampyre Ghost Ship ",15,0.991335666502703
"15341","Jimmy Valiant: Scions of Danger ",15,0.000361013895720674
"15342","Kcor the Warrior ",15,0.00015631675634251
"15343","King of the Bullwhip ",15,0.000199013744083027
"15344","King of the Fists ",15,0.000374259676169895
"15345","King of the Game ",15,0.000388514466312617
"15346","Land and Live in the Jungle ",15,0.000348673654518581
"15347","Land of the Outlaws ",15,0.000181325209363136
"15348","Last of the Duanes ",15,0.000253395822602544
"15349","Law of the North ",15,0.00033714916189327
"15350","Law of the Northwest ",15,0.000163849487592459
"15351","Law of the Sixgun ",15,0.000273800794750826
"15352","Leap: Rise of the Beast ",15,0.00031624393517761
"15353","Legacy of the Masque ",15,0.000306734272636928
"15354","Legends of the Mid-South Wrestling ",15,0.000241402176649015
"15355","Legion of Iron ",15,0.000195205233872034
"15356","Live from the Moon ",15,0.000458344036148603
"15357","Loss of Innocence: War & Peace in the 21st Century ",15,0.000266643541740055
"15358","Love Everlasting ",15,0.000166524362417118
"15359","Man with the Gun ",15,0.000403898124700756
