"","document","topic","gamma"
"15360","Mark of the Lash ",15,0.000388514466312621
"15361","Mark of the Ninja ",15,0.000348673654518562
"15362","Max Havoc: Curse of the Dragon ",15,0.000253395822602551
"15363","Mission Park: Dawn of New Boston ",15,0.000306734272636935
"15364","Mistress of Souls ",15,0.000207094698238173
"15365","Modos: The Prophecy of Armageddon ",15,0.000114284358408839
"15366","Morada, the Dark Dream of Tobin and the Bloody Espinosas ",15,0.000104883558849817
"15367","Moto 7: The Movie ",15,9.33636963619787e-05
"15368","Nickolai of the North ",15,0.000326362118537644
"15369","No Recess: Welcome to the East ",15,0.00015874951221942
"15370","Nowhere Left to Run ",15,0.000458344036148593
"15371","Obhishopto Nighty ",15,0.000297779837619608
"15372","On the Road to Rio ",15,0.000479908081908955
"15373","Overland Telegraph ",15,0.000281352876104277
"15374","Overland with Kit Carson ",15,0.000188009392263244
"15375","Owen Riley and the Amulet of Destiny Pilot ",15,0.000337149161893277
"15376","Paranormal Chasers Legend of the Black Cross ",15,0.000403898124700773
"15377","Pillars of the Sky ",15,0.000188009392263238
"15378","Planet of the Vampire Women ",15,0.000348673654518561
"15379","Providence Island ",15,0.000266643541740061
"15380","Purple Death from Outer Space ",15,9.51046629655293e-05
"15381","QUANTUM SHOCK the Movie ",15,0.000220526412496899
"15382","Queen of Canton ",15,0.00031624393517759
"15383","QueenPin II the Restoration ",15,0.000211386370599052
"15384","Race Across the Sky: The Leadville Trail 100 ",15,0.000195205233872038
"15385","Raiders, Raptors and Rebels: Behind the Magic of ILM ",15,0.000145191802160131
"15386","Raise the Song: The History of Penn State ",15,0.000156316756342519
"15387","Red Riding, the Alpha Huntress ",15,0.000202973821674581
"15388","Red Rose of Normandy ",15,0.000109382343736411
"15389","Redemption 101 ",15,0.000259850942961957
"15390","Reflections: A Spring Break Fantasy ",15,0.000230492579313086
"15391","Reflections: Dreams and Reality ",15,0.000316243935177592
"15392","Rendezvous at the Golden Gate Bed & Breakfast ",15,9.25168986040578e-05
"15393","Riders of Black River ",15,0.000326362118537647
"15394","Riders of the Badlands ",15,0.000326362118537633
"15395","Riders of the Black Hills ",15,0.000374259676169869
"15396","Road to the Women's World Cup ",15,0.000348673654518559
"15397","Robin Hood of Texas ",15,0.105331418713246
"15398","Rounding Up the Law ",15,0.000361013895720703
"15399","Ruff Tuff and Real: Legends of Australian Wrestling ",15,0.000306734272636943
"15400","Sailing to Freedom ",15,0.000259850942961941
"15401","Salt of the Earth ",15,0.00031624393517761
"15402","Scenic Trex Rainforest ",15,0.000259850942961946
"15403","Secret Access: The Vatican ",15,0.000235821270080367
"15404","Sedition ",15,0.000127100495483831
"15405","She and Politics ",15,0.000266643541740054
"15406","Shivaji the Real Hero ",15,0.000188009392263252
"15407","Short of the Glory ",15,0.995569436417049
"15408","Shred Bots the Movie ",15,0.000119646359148803
"15409","Sons of New Mexico ",15,0.995797600320101
"15410","Sons of the City: New York ",15,0.000306734272636944
"15411","South of Santa Fe ",15,0.000337149161893286
"15412","South of Sonora ",15,0.000253395822602557
"15413","Stage to Blue River ",15,0.0002205264124969
"15414","Star of Bethlehem: A Mystery Revealed ",15,0.000281352876104278
"15415","Starrcade: The Essential Collection ",15,0.000181325209363125
"15416","Starship Exeter: The Tressaurian Intersection ",15,0.000388514466312625
"15417","Streets of Laredo ",15,0.000235821270080361
"15418","Strike of the Thunderkick Tiger ",15,0.000281352876104279
"15419","Sweating in the Spirit ",15,0.000266643541740067
"15420","Sélection officielle ",15,0.000420550276284198
"15421","T'ai Fu: Wrath of the Tiger ",15,0.000348673654518573
"15422","Tales from the Epic of Kings ",15,0.000141172930678053
"15423","Tales of Old Edinburgh ",15,0.000169288022382422
"15424","Taymour and Shafika ",15,0.000403898124700771
"15425","Terror from the Year 5000 ",15,0.00023582127008038
"15426","Terror of the Plains ",15,0.000297779837619587
"15427","The Adventures of Young Indiana Jones: Love's Sweet Song ",15,0.00013737054944558
"15428","The Adventures of the Masked Phantom ",15,0.000337149161893275
"15429","The American ",15,0.000156316756342531
"15430","The Ancestor of Tai Chi ",15,0.000230492579313079
"15431","The Art of Tang Soo Do Volume 2 ",15,0.000281352876104293
"15432","The Art of Tang Soo Do Volume 4 ",15,0.000121066409509163
"15433","The Artifice ",15,0.000235821270080385
"15434","The Astronaut ",15,0.00025985094296195
"15435","The Avenging Rider ",15,0.994468178096486
"15436","The Battle of Ripcord ",15,0.000235821270080384
"15437","The Bouncer ",15,0.000438634562333108
"15438","The Brothers Bull ",15,0.000326362118537644
"15439","The Call of the Canyon ",15,0.000230492579313095
"15440","The Canyon of Missing Men ",15,0.000337149161893279
"15441","The Chemist ",15,0.000316243935177578
"15442","The Cloning of Joanna May ",15,0.991017767771923
"15443","The Conquest of Canaan, Jericho ",15,0.000273800794750824
"15444","The Culpepper Cattle Co. ",15,0.000181325209363117
"15445","The Dallas Connection ",15,0.000172144962558284
"15446","The Desires of Dawn ",15,0.000241402176649007
"15447","The Doctor ",15,0.000297779837619592
"15448","The Ethereal Plane ",15,0.000266643541740065
"15449","The Far Side of Jericho ",15,0.000225399384709227
"15450","The Fifth Expedition ",15,0.000207094698238175
"15451","The Fighting Buckaroo ",15,0.000306734272636934
"15452","The Firing Line ",15,0.000458344036148578
"15453","The Fresh Air Will Do You Good ",15,0.00025339582260257
"15454","The Frontier Phantom ",15,0.000374259676169888
"15455","The Galloping Jinx ",15,0.000225399384709225
"15456","The Gates of New York ",15,0.000374259676169893
"15457","The Ghost of Crossbone Canyon ",15,0.000122520573140037
"15458","The Gospel of Lou ",15,0.000316243935177587
"15459","The Great Sioux Massacre ",15,0.000361013895720701
"15460","The Great Sioux Uprising ",15,0.000191539752837772
"15461","The Great Story:Red #2 Red Sand Make Your Soul Show ",15,0.000388514466312632
"15462","The Grey Vulture ",15,0.000153957436597579
"15463","The Guns of Christmas Past ",15,0.000529755685176339
"15464","The Hammer and the Locksmith ",15,0.000133767624283865
"15465","The Heart of a Knight ",15,0.000297779837619601
"15466","The Horrors of Hussein ",15,0.000230492579313096
"15467","The Incredible Hulk: Ultimate Destruction ",15,0.000266643541740064
"15468","The Investigator ",15,0.000241402176649017
"15469","The James Brothers of Missouri ",15,0.000420550276284203
"15470","The Joyous Troublemaker ",15,0.000207094698238181
"15471","The King of Fighters 2002: Challenge to Ultimate Battle ",15,0.000316243935177592
"15472","The Last Eve ",15,0.000361013895720722
"15473","The Law Comes to Texas ",15,0.000281352876104283
"15474","The Learnin' of Jim Benton ",15,0.000235821270080364
"15475","The Legend of Booger Red ",15,0.000225399384709223
"15476","The Legend of Spyro: A New Beginning ",15,0.000253395822602556
"15477","The Legend of the Lone Ranger ",15,0.000172144962558259
"15478","The Library ",15,0.000297779837619603
"15479","The Loaded Door ",15,0.000191539752837772
"15480","The Looking Glass Wars ",15,0.000266643541740065
"15481","The Magnificent Raiders of Dimension War One ",15,0.000181325209363136
"15482","The Masked Dancer ",15,0.000297779837619604
"15483","The Maverick ",15,0.000175099986662453
"15484","The Minnesota Delivery ",15,0.000178158234014238
"15485","The Missions of California ",15,0.000230492579313094
"15486","The Mysterious Death of Number Thirty-Five ",15,0.000225399384709218
"15487","The Mystery Trooper ",15,0.000289333383436137
"15488","The Next Corner ",15,0.000289333383436127
"15489","The Night Visitor 2: Heather's Story ",15,0.000281352876104274
"15490","The Olive Sisters ",15,0.000458344036148599
"15491","The Otherworld ",15,0.996067612297781
"15492","The Outlaw Michael Howe ",15,0.000220526412496913
"15493","The Outsider ",15,0.000289333383436124
"15494","The Protector ",15,0.000220526412496901
"15495","The Quick and the Dead ",15,0.000235821270080372
"15496","The Random Factor ",15,0.000266643541740061
"15497","The Rawhide Years ",15,0.000281352876104271
"15498","The Red Stallion ",15,0.000316243935177599
"15499","The Redhead from Wyoming ",15,0.000215859681784825
"15500","The Return of Peter Grimm ",15,0.000266643541740065
"15501","The Salient ",15,0.00014519180216011
"15502","The Shooting ",15,0.000191539752837772
"15503","The Silent Force ",15,0.000403898124700782
"15504","The Slave Trade ",15,0.000297779837619607
"15505","The Sports Illustrated 20 Greatest College Basketball Players Ever ",15,0.000306734272636932
"15506","The Stranger: In Memory Alone ",15,0.00027380079475084
"15507","The Survivor ",15,0.000241402176649024
"15508","The Tears of Reed Catkins ",15,0.000281352876104274
"15509","The Tenth Line ",15,0.000259850942961961
"15510","The Terminator: Dawn of Fate ",15,0.000153957436597611
"15511","The Texas Rangers ",15,0.00042055027628418
"15512","The Three Outcasts ",15,0.000348673654518562
"15513","The Tower ",15,0.00031624393517758
"15514","The Trend ",15,0.00043863456233311
"15515","The Turtle Stone: The Legacy of Abbott Farm ",15,0.000241402176649022
"15516","The Ukrainian Labour Temple: A Cultural and Political Movement from Winnipeg's North End ",15,0.000316243935177602
"15517","The Voice from the Sky ",15,0.000188009392263241
"15518","The Westerners ",15,0.995029727242284
"15519","The Wheelman ",15,0.000247253639758249
"15520","The Wildest West Show of the Stars ",15,0.000188009392263241
"15521","The Wolf Hunters ",15,0.000161259187089045
"15522","The Woman of the Town ",15,0.000199013744083017
"15523","The Wyoming Bandit ",15,0.00047990808190893
"15524","Time Machine: True Stories of the NYPD ",15,0.000161259187089059
"15525","To the Death ",15,0.000337149161893274
"15526","To the Ends of Time ",15,0.000139245787016656
"15527","Travelers ",15,0.000289333383436129
"15528","Treasure of Ruby Hills ",15,0.000163849487592442
"15529","Tricks of a Woman ",15,0.00033714916189328
"15530","UFC on FOX 5: Road to the Octagon ",15,0.000163849487592441
"15531","Under the Bed ",15,0.000529755685176336
"15532","Under the Gun ",15,0.000591158795982344
"15533","Valley of the Scorned ",15,0.000181325209363136
"15534","Vicious Thunder ",15,0.00016384948759246
"15535","Vidhyaarthi: The Power of Students ",15,0.000388514466312645
"15536","WCW/NWO The Great American Bash ",15,0.00031624393517758
"15537","WWE: Rey Mysterio - The Life of a Masked Man ",15,0.000361013895720713
"15538","Wages of Sin ",15,0.000161259187089055
"15539","War of the Range ",15,0.000316243935177603
"15540","When the Daltons Rode ",15,0.000259850942961955
"15541","Winning of the West ",15,0.995487774585682
"15542","Woman on a Swing ",15,0.000253395822602555
"15543","Women of the Revolution ",15,0.000374259676169888
"15544","Wrestling Then & Now ",15,0.000259850942961959
"15545","Young Guns of Texas ",15,0.000281352876104267
"15546","Z Foundation Earth ",15,0.000316243935177608
"15547","""Eye of the Storm"" ",15,0.00022539938470922
"15548","""Graviton: The Ghost Particle"" ",15,0.000479908081908953
"15549","""IPT King of the Hill"" ",15,0.000388514466312607
"15550","""NWA Wrestling Showcase"" ",15,0.000225399384709215
"15551","""On This Site: The Historical Markers of Texas"" ",15,0.00024725363975825
"15552","""Once Upon a Time in Qing Dao"" ",15,0.000438634562333097
"15553","""Paranormal Around the Region"" ",15,0.000273800794750827
"15554","""Pride and Prejudice"" ",15,0.000388514466312627
"15555","""Snúcar Beo: The Northern Ireland Trophy"" ",15,0.000273800794750829
"15556","""Star Trek the Original Series Fan Commentary"" ",15,0.0003610138957207
"15557","""Technological Marvels of the Ancient World"" ",15,0.000503601383037183
"15558","""The Calling of Nami Island"" ",15,0.000281352876104272
"15559","""The Fist of Oblivion"" ",15,0.000225399384709212
"15560","""The Game of the Century"" ",15,0.000388514466312624
"15561","""The Genius of Invention"" ",15,0.00038851446631264
"15562","""The Promised Land"" ",15,0.000241402176649015
"15563","""The Re-Inventors"" ",15,0.000259850942961945
"15564","""The StarWars Adventures: Project Blackwing"" ",15,0.992410145555738
"15565","""The Trouble with Going Somewhere"" ",15,0.000420550276284193
"15566","""Triumph in the Skies II"" ",15,0.000220526412496884
"15567","""Untitled Action Series"" ",15,0.000297779837619596
"15568","""Violence of Action"" ",15,0.108988218268768
"15569","""Walt Disney's Carousel of Progress"" ",15,0.000403898124700766
"15570","""World Series of Backgammon: Season Preview Show"" ",15,0.000220526412496894
"15571","""World of Saltwater Fishing"" ",15,0.000438634562333116
"15572","12 to the Moon ",15,0.000503601383037181
"15573","3 Minute Wonder: Made in India - The House Remembers ",15,0.000403898124700754
"15574","300 the Resurgence ",15,0.00042055027628418
"15575","A Blossom of Love in Gannan ",15,0.000175099986662459
"15576","A DVD History of the U.S. Constitution ",15,0.000420550276284198
"15577","A Different Kind of Christmas ",15,0.000281352876104266
"15578","A Última Juventude aka The Last Youth ",15,0.000420550276284203
"15579","Abducted ",15,0.000259850942961939
"15580","Act of War ",15,0.00025985094296195
"15581","Action Slate ",15,0.000420550276284195
"15582","Active Shooter ",15,0.000438634562333072
"15583","Acts of Resistance: Command's Downfall ",15,0.00033714916189327
"15584","Airships and Anatasia: The Movie ",15,0.00037425967616989
"15585","Akirema City of the Damned ",15,0.000289333383436134
"15586","Akumajou Dracula: Gallery of Labyrinth ",15,0.000230492579313085
"15587","Alien Nation: The Enemy Within ",15,0.000297779837619586
"15588","All of My Heart: Inn Love ",15,0.000388514466312621
"15589","Alta by Special Invitaion ",15,0.000374259676169884
"15590","American Commando 3: Savage Temptation ",15,0.000316243935177593
"15591","Anubrata Bhalo Achho? and a Verse Called Life ",15,0.000266643541740053
"15592","Army of Two ",15,0.000420550276284201
"15593","Art of Murder ",15,0.000458344036148583
"15594","Balance of Power ",15,0.000306734272636919
"15595","Bandits of the Badlands ",15,0.000361013895720691
"15596","Battle Jitni: The Danger Element ",15,0.000503601383037182
"15597","Beyond the Shadows: The Making of Shadowhunters ",15,0.000479908081908963
"15598","Billy the Kid in Santa Fe ",15,0.000374259676169887
"15599","Boots and Saddles ",15,0.000388514466312621
"15600","Born in the Badlands ",15,0.995029727242284
"15601","Bring Me the Head of Trapper Flint ",15,0.000420550276284205
"15602","California State Sporting Clays Championship ",15,0.000247253639758241
"15603","Catching Odell ",15,0.0003162439351776
